,time,amp
20516,256.45,0.18
20517,256.4625,0.165
20518,256.475,0.13
20519,256.4875,0.105
20520,256.5,0.095
20521,256.5125,0.115
20522,256.525,0.11
20523,256.5375,0.09
20524,256.55,0.065
20525,256.5625,0.035
20526,256.575,0.04
20527,256.5875,0.05
20528,256.6,0.04
20529,256.6125,0.01
20530,256.625,-0.015
20531,256.6375,-0.025
20532,256.65,-0.035
20533,256.6625,-0.035
20534,256.675,-0.05
20535,256.6875,-0.06
20536,256.7,-0.055
20537,256.7125,-0.07
20538,256.725,-0.07
20539,256.7375,-0.055
20540,256.75,-0.055
20541,256.7625,-0.06
20542,256.775,-0.07
20543,256.7875,-0.07
20544,256.8,-0.07
20545,256.8125,-0.06
20546,256.825,-0.06
20547,256.8375,-0.065
20548,256.85,-0.08
20549,256.8625,-0.1
20550,256.875,-0.07
20551,256.8875,-0.015
20552,256.9,0.06
20553,256.9125,0.17
20554,256.925,0.34
20555,256.9375,0.57
20556,256.95,0.81
20557,256.9625,1.06
20558,256.975,1.29
20559,256.9875,1.485
20560,257.0,1.625
20561,257.0125,1.555
20562,257.025,1.225
20563,257.0375,0.75
20564,257.05,0.31
20565,257.0625,0.015
20566,257.075,-0.125
20567,257.0875,-0.14
20568,257.1,-0.12
20569,257.1125,-0.12
20570,257.125,-0.155
20571,257.1375,-0.16
20572,257.15,-0.14
20573,257.1625,-0.135
20574,257.175,-0.12
20575,257.1875,-0.1
20576,257.2,-0.09
20577,257.2125,-0.095
20578,257.225,-0.135
20579,257.2375,-0.145
20580,257.25,-0.125
20581,257.2625,-0.105
20582,257.275,-0.095
20583,257.2875,-0.12
20584,257.3,-0.145
20585,257.3125,-0.16
20586,257.325,-0.155
20587,257.3375,-0.095
20588,257.35,-0.05
20589,257.3625,-0.055
20590,257.375,-0.095
20591,257.3875,-0.125
20592,257.4,-0.13
20593,257.4125,-0.095
20594,257.425,-0.08
20595,257.4375,-0.085
20596,257.45,-0.095
20597,257.4625,-0.1
20598,257.475,-0.095
20599,257.4875,-0.06
20600,257.5,-0.05
20601,257.5125,-0.04
20602,257.525,-0.025
20603,257.5375,-0.02
20604,257.55,0.015
20605,257.5625,0.035
20606,257.575,0.04
20607,257.5875,0.01
20608,257.6,-0.005
20609,257.6125,-0.005
20610,257.625,0.015
20611,257.6375,0.05
20612,257.65,0.08
20613,257.6625,0.065
20614,257.675,0.055
20615,257.6875,0.085
20616,257.7,0.13
20617,257.7125,0.165
20618,257.725,0.18
20619,257.7375,0.18
20620,257.75,0.185
20621,257.7625,0.185
20622,257.775,0.21
20623,257.7875,0.235
20624,257.8,0.26
20625,257.8125,0.285
20626,257.825,0.295
20627,257.8375,0.3
20628,257.85,0.325
20629,257.8625,0.34
20630,257.875,0.34
20631,257.8875,0.35
20632,257.9,0.35
20633,257.9125,0.37
20634,257.925,0.37
20635,257.9375,0.39
20636,257.95,0.4
20637,257.9625,0.38
20638,257.975,0.35
20639,257.9875,0.33
20640,258.0,0.315
20641,258.0125,0.31
20642,258.025,0.3
20643,258.0375,0.28
20644,258.05,0.225
20645,258.0625,0.21
20646,258.075,0.19
20647,258.0875,0.18
20648,258.1,0.165
20649,258.1125,0.105
20650,258.125,0.06
20651,258.1375,0.03
20652,258.15,0.03
20653,258.1625,0.02
20654,258.175,-0.01
20655,258.1875,-0.045
20656,258.2,-0.055
20657,258.2125,-0.06
20658,258.225,-0.045
20659,258.2375,-0.03
20660,258.25,-0.045
20661,258.2625,-0.075
20662,258.275,-0.105
20663,258.2875,-0.09
20664,258.3,-0.09
20665,258.3125,-0.065
20666,258.325,-0.09
20667,258.3375,-0.115
20668,258.35,-0.155
20669,258.3625,-0.155
20670,258.375,-0.13
20671,258.3875,-0.1
20672,258.4,-0.105
20673,258.4125,-0.11
20674,258.425,-0.115
20675,258.4375,-0.115
20676,258.45,-0.1
20677,258.4625,-0.085
20678,258.475,-0.08
20679,258.4875,-0.09
20680,258.5,-0.08
20681,258.5125,-0.095
20682,258.525,-0.11
20683,258.5375,-0.125
20684,258.55,-0.13
20685,258.5625,-0.13
20686,258.575,-0.12
20687,258.5875,-0.115
20688,258.6,-0.095
20689,258.6125,-0.105
20690,258.625,-0.115
20691,258.6375,-0.125
20692,258.65,-0.14
20693,258.6625,-0.135
20694,258.675,-0.14
20695,258.6875,-0.125
20696,258.7,-0.13
20697,258.7125,-0.135
20698,258.725,-0.15
20699,258.7375,-0.14
20700,258.75,-0.13
20701,258.7625,-0.115
20702,258.775,-0.09
20703,258.7875,-0.08
20704,258.8,-0.07
20705,258.8125,-0.07
20706,258.825,-0.055
20707,258.8375,-0.05
20708,258.85,-0.035
20709,258.8625,-0.03
20710,258.875,-0.03
20711,258.8875,-0.02
20712,258.9,-0.01
20713,258.9125,0.0
20714,258.925,-0.015
20715,258.9375,-0.015
20716,258.95,-0.01
20717,258.9625,-0.025
20718,258.975,-0.005
20719,258.9875,-0.01
20720,259.0,-0.03
20721,259.0125,-0.095
20722,259.025,-0.14
20723,259.0375,-0.14
20724,259.05,-0.145
20725,259.0625,-0.15
20726,259.075,-0.15
20727,259.0875,-0.15
20728,259.1,-0.165
20729,259.1125,-0.175
20730,259.125,-0.17
20731,259.1375,-0.16
20732,259.15,-0.16
20733,259.1625,-0.17
20734,259.175,-0.18
20735,259.1875,-0.19
20736,259.2,-0.185
20737,259.2125,-0.15
20738,259.225,-0.135
20739,259.2375,-0.13
20740,259.25,-0.16
20741,259.2625,-0.165
20742,259.275,-0.18
20743,259.2875,-0.16
20744,259.3,-0.165
20745,259.3125,-0.165
20746,259.325,-0.18
20747,259.3375,-0.19
20748,259.35,-0.18
20749,259.3625,-0.135
20750,259.375,-0.065
20751,259.3875,0.05
20752,259.4,0.2
20753,259.4125,0.385
20754,259.425,0.61
20755,259.4375,0.835
20756,259.45,1.055
20757,259.4625,1.25
20758,259.475,1.4
20759,259.4875,1.445
20760,259.5,1.28
20761,259.5125,0.9
20762,259.525,0.49
20763,259.5375,0.13
20764,259.55,-0.13
20765,259.5625,-0.23
20766,259.575,-0.235
20767,259.5875,-0.235
20768,259.6,-0.255
20769,259.6125,-0.255
20770,259.625,-0.22
20771,259.6375,-0.19
20772,259.65,-0.17
20773,259.6625,-0.18
20774,259.675,-0.205
20775,259.6875,-0.235
20776,259.7,-0.265
20777,259.7125,-0.26
20778,259.725,-0.245
20779,259.7375,-0.215
20780,259.75,-0.21
20781,259.7625,-0.205
20782,259.775,-0.2
20783,259.7875,-0.195
20784,259.8,-0.17
20785,259.8125,-0.165
20786,259.825,-0.17
20787,259.8375,-0.175
20788,259.85,-0.18
20789,259.8625,-0.185
20790,259.875,-0.17
20791,259.8875,-0.145
20792,259.9,-0.145
20793,259.9125,-0.155
20794,259.925,-0.16
20795,259.9375,-0.16
20796,259.95,-0.14
20797,259.9625,-0.145
20798,259.975,-0.155
20799,259.9875,-0.16
20800,260.0,-0.17
20801,260.0125,-0.185
20802,260.025,-0.195
20803,260.0375,-0.165
20804,260.05,-0.16
20805,260.0625,-0.17
20806,260.075,-0.18
20807,260.0875,-0.18
20808,260.1,-0.145
20809,260.1125,-0.1
20810,260.125,-0.085
20811,260.1375,-0.095
20812,260.15,-0.095
20813,260.1625,-0.085
20814,260.175,-0.075
20815,260.1875,-0.04
20816,260.2,-0.04
20817,260.2125,-0.045
20818,260.225,-0.045
20819,260.2375,-0.04
20820,260.25,-0.015
20821,260.2625,0.045
20822,260.275,0.06
20823,260.2875,0.065
20824,260.3,0.06
20825,260.3125,0.065
20826,260.325,0.1
20827,260.3375,0.145
20828,260.35,0.17
20829,260.3625,0.19
20830,260.375,0.19
20831,260.3875,0.195
20832,260.4,0.205
20833,260.4125,0.21
20834,260.425,0.215
20835,260.4375,0.205
20836,260.45,0.195
20837,260.4625,0.18
20838,260.475,0.18
20839,260.4875,0.185
20840,260.5,0.17
20841,260.5125,0.14
20842,260.525,0.12
20843,260.5375,0.13
20844,260.55,0.145
20845,260.5625,0.125
20846,260.575,0.08
20847,260.5875,0.01
20848,260.6,-0.015
20849,260.6125,-0.045
20850,260.625,-0.085
20851,260.6375,-0.105
20852,260.65,-0.135
20853,260.6625,-0.135
20854,260.675,-0.135
20855,260.6875,-0.14
20856,260.7,-0.145
20857,260.7125,-0.16
20858,260.725,-0.175
20859,260.7375,-0.205
20860,260.75,-0.22
20861,260.7625,-0.24
20862,260.775,-0.225
20863,260.7875,-0.225
20864,260.8,-0.205
20865,260.8125,-0.215
20866,260.825,-0.195
20867,260.8375,-0.16
20868,260.85,-0.15
20869,260.8625,-0.145
20870,260.875,-0.13
20871,260.8875,-0.13
20872,260.9,-0.13
20873,260.9125,-0.13
20874,260.925,-0.1
20875,260.9375,-0.05
20876,260.95,-0.085
20877,260.9625,-0.16
20878,260.975,-0.26
20879,260.9875,-0.295
20880,261.0,-0.29
20881,261.0125,-0.25
20882,261.025,-0.23
20883,261.0375,-0.225
20884,261.05,-0.23
20885,261.0625,-0.22
20886,261.075,-0.195
20887,261.0875,-0.165
20888,261.1,-0.155
20889,261.1125,-0.19
20890,261.125,-0.22
20891,261.1375,-0.23
20892,261.15,-0.235
20893,261.1625,-0.24
20894,261.175,-0.245
20895,261.1875,-0.24
20896,261.2,-0.215
20897,261.2125,-0.195
20898,261.225,-0.17
20899,261.2375,-0.14
20900,261.25,-0.11
20901,261.2625,-0.1
20902,261.275,-0.11
20903,261.2875,-0.135
20904,261.3,-0.15
20905,261.3125,-0.125
20906,261.325,-0.11
20907,261.3375,-0.09
20908,261.35,-0.09
20909,261.3625,-0.1
20910,261.375,-0.095
20911,261.3875,-0.085
20912,261.4,-0.095
20913,261.4125,-0.105
20914,261.425,-0.13
20915,261.4375,-0.16
20916,261.45,-0.165
20917,261.4625,-0.175
20918,261.475,-0.215
20919,261.4875,-0.255
20920,261.5,-0.28
20921,261.5125,-0.295
20922,261.525,-0.285
20923,261.5375,-0.265
20924,261.55,-0.265
20925,261.5625,-0.27
20926,261.575,-0.27
20927,261.5875,-0.24
20928,261.6,-0.17
20929,261.6125,-0.105
20930,261.625,-0.08
20931,261.6375,-0.04
20932,261.65,-0.025
20933,261.6625,0.01
20934,261.675,0.055
20935,261.6875,0.13
20936,261.7,0.215
20937,261.7125,0.295
20938,261.725,0.385
20939,261.7375,0.465
20940,261.75,0.55
20941,261.7625,0.63
20942,261.775,0.68
20943,261.7875,0.725
20944,261.8,0.765
20945,261.8125,0.805
20946,261.825,0.865
20947,261.8375,0.96
20948,261.85,1.085
20949,261.8625,1.21
20950,261.875,1.325
20951,261.8875,1.415
20952,261.9,1.53
20953,261.9125,1.65
20954,261.925,1.755
20955,261.9375,1.825
20956,261.95,1.74
20957,261.9625,1.465
20958,261.975,1.1
20959,261.9875,0.76
20960,262.0,0.43
20961,262.0125,0.135
20962,262.025,-0.095
20963,262.0375,-0.245
20964,262.05,-0.365
20965,262.0625,-0.435
20966,262.075,-0.475
20967,262.0875,-0.52
20968,262.1,-0.54
20969,262.1125,-0.555
20970,262.125,-0.56
20971,262.1375,-0.57
20972,262.15,-0.595
20973,262.1625,-0.62
20974,262.175,-0.65
20975,262.1875,-0.625
20976,262.2,-0.635
20977,262.2125,-0.615
20978,262.225,-0.625
20979,262.2375,-0.635
20980,262.25,-0.645
20981,262.2625,-0.65
20982,262.275,-0.65
20983,262.2875,-0.655
20984,262.3,-0.66
20985,262.3125,-0.665
20986,262.325,-0.68
20987,262.3375,-0.685
20988,262.35,-0.71
20989,262.3625,-0.73
20990,262.375,-0.75
20991,262.3875,-0.765
20992,262.4,-0.765
20993,262.4125,-0.75
20994,262.425,-0.72
20995,262.4375,-0.72
20996,262.45,-0.71
20997,262.4625,-0.745
20998,262.475,-0.77
20999,262.4875,-0.775
21000,262.5,-0.755
21001,262.5125,-0.715
21002,262.525,-0.685
21003,262.5375,-0.67
21004,262.55,-0.67
21005,262.5625,-0.705
21006,262.575,-0.745
21007,262.5875,-0.765
21008,262.6,-0.765
21009,262.6125,-0.775
21010,262.625,-0.76
21011,262.6375,-0.77
21012,262.65,-0.785
21013,262.6625,-0.8
21014,262.675,-0.775
21015,262.6875,-0.745
21016,262.7,-0.725
21017,262.7125,-0.71
21018,262.725,-0.69
21019,262.7375,-0.67
21020,262.75,-0.64
21021,262.7625,-0.63
21022,262.775,-0.625
21023,262.7875,-0.62
21024,262.8,-0.58
21025,262.8125,-0.535
21026,262.825,-0.51
21027,262.8375,-0.505
21028,262.85,-0.505
21029,262.8625,-0.535
21030,262.875,-0.55
21031,262.8875,-0.545
21032,262.9,-0.495
21033,262.9125,-0.44
21034,262.925,-0.395
21035,262.9375,-0.36
21036,262.95,-0.305
21037,262.9625,-0.26
21038,262.975,-0.25
21039,262.9875,-0.235
21040,263.0,-0.215
21041,263.0125,-0.215
21042,263.025,-0.2
21043,263.0375,-0.225
21044,263.05,-0.23
21045,263.0625,-0.22
21046,263.075,-0.2
21047,263.0875,-0.165
21048,263.1,-0.13
21049,263.1125,-0.105
21050,263.125,-0.08
21051,263.1375,-0.055
21052,263.15,-0.025
21053,263.1625,0.025
21054,263.175,0.055
21055,263.1875,0.03
21056,263.2,-0.03
21057,263.2125,-0.065
21058,263.225,-0.085
21059,263.2375,-0.1
21060,263.25,-0.08
21061,263.2625,-0.05
21062,263.275,-0.01
21063,263.2875,-0.065
21064,263.3,-0.205
21065,263.3125,-0.34
21066,263.325,-0.415
21067,263.3375,-0.415
21068,263.35,-0.41
21069,263.3625,-0.4
21070,263.375,-0.425
21071,263.3875,-0.44
21072,263.4,-0.455
21073,263.4125,-0.45
21074,263.425,-0.44
21075,263.4375,-0.455
21076,263.45,-0.475
21077,263.4625,-0.465
21078,263.475,-0.415
21079,263.4875,-0.355
21080,263.5,-0.3
21081,263.5125,-0.27
21082,263.525,-0.27
21083,263.5375,-0.24
21084,263.55,-0.19
21085,263.5625,-0.185
21086,263.575,-0.25
21087,263.5875,-0.385
21088,263.6,-0.52
21089,263.6125,-0.595
21090,263.625,-0.545
21091,263.6375,-0.45
21092,263.65,-0.375
21093,263.6625,-0.335
21094,263.675,-0.275
21095,263.6875,-0.23
21096,263.7,-0.25
21097,263.7125,-0.35
21098,263.725,-0.5
21099,263.7375,-0.615
21100,263.75,-0.635
21101,263.7625,-0.565
21102,263.775,-0.455
21103,263.7875,-0.36
21104,263.8,-0.275
21105,263.8125,-0.275
21106,263.825,-0.36
21107,263.8375,-0.45
21108,263.85,-0.505
21109,263.8625,-0.44
21110,263.875,-0.32
21111,263.8875,-0.105
21112,263.9,0.2
21113,263.9125,0.58
21114,263.925,1.025
21115,263.9375,1.34
21116,263.95,1.195
21117,263.9625,0.555
21118,263.975,-0.085
21119,263.9875,-0.435
21120,264.0,-0.29
21121,264.0125,-0.07
21122,264.025,0.055
21123,264.0375,0.065
21124,264.05,-0.06
21125,264.0625,-0.265
21126,264.075,-0.385
21127,264.0875,-0.385
21128,264.1,-0.25
21129,264.1125,-0.11
21130,264.125,-0.07
21131,264.1375,-0.18
21132,264.15,-0.405
21133,264.1625,-0.535
21134,264.175,-0.445
21135,264.1875,-0.295
21136,264.2,-0.27
21137,264.2125,-0.415
21138,264.225,-0.575
21139,264.2375,-0.66
21140,264.25,-0.65
21141,264.2625,-0.59
21142,264.275,-0.545
21143,264.2875,-0.505
21144,264.3,-0.495
21145,264.3125,-0.485
21146,264.325,-0.49
21147,264.3375,-0.52
21148,264.35,-0.53
21149,264.3625,-0.54
21150,264.375,-0.515
21151,264.3875,-0.5
21152,264.4,-0.495
21153,264.4125,-0.495
21154,264.425,-0.47
21155,264.4375,-0.45
21156,264.45,-0.405
21157,264.4625,-0.43
21158,264.475,-0.5
21159,264.4875,-0.585
21160,264.5,-0.62
21161,264.5125,-0.53
21162,264.525,-0.365
21163,264.5375,-0.18
21164,264.55,0.005
21165,264.5625,0.2
21166,264.575,0.445
21167,264.5875,0.7
21168,264.6,0.975
21169,264.6125,1.23
21170,264.625,1.37
21171,264.6375,1.33
21172,264.65,1.085
21173,264.6625,0.745
21174,264.675,0.325
21175,264.6875,-0.135
21176,264.7,-0.5
21177,264.7125,-0.7
21178,264.725,-0.735
21179,264.7375,-0.675
21180,264.75,-0.585
21181,264.7625,-0.505
21182,264.775,-0.475
21183,264.7875,-0.485
21184,264.8,-0.505
21185,264.8125,-0.51
21186,264.825,-0.46
21187,264.8375,-0.44
21188,264.85,-0.47
21189,264.8625,-0.545
21190,264.875,-0.56
21191,264.8875,-0.52
21192,264.9,-0.455
21193,264.9125,-0.39
21194,264.925,-0.32
21195,264.9375,-0.265
21196,264.95,-0.29
21197,264.9625,-0.375
21198,264.975,-0.44
21199,264.9875,-0.43
21200,265.0,-0.425
21201,265.0125,-0.48
21202,265.025,-0.565
21203,265.0375,-0.62
21204,265.05,-0.61
21205,265.0625,-0.545
21206,265.075,-0.475
21207,265.0875,-0.415
21208,265.1,-0.375
21209,265.1125,-0.36
21210,265.125,-0.37
21211,265.1375,-0.385
21212,265.15,-0.425
21213,265.1625,-0.46
21214,265.175,-0.445
21215,265.1875,-0.44
21216,265.2,-0.41
21217,265.2125,-0.36
21218,265.225,-0.295
21219,265.2375,-0.215
21220,265.25,-0.235
21221,265.2625,-0.31
21222,265.275,-0.405
21223,265.2875,-0.415
21224,265.3,-0.305
21225,265.3125,-0.11
21226,265.325,0.095
21227,265.3375,0.135
21228,265.35,-0.02
21229,265.3625,-0.21
21230,265.375,-0.18
21231,265.3875,-0.04
21232,265.4,-0.055
21233,265.4125,-0.24
21234,265.425,-0.36
21235,265.4375,-0.29
21236,265.45,-0.14
21237,265.4625,-0.065
21238,265.475,-0.11
21239,265.4875,-0.185
21240,265.5,-0.195
21241,265.5125,-0.15
21242,265.525,-0.115
21243,265.5375,-0.09
21244,265.55,-0.045
21245,265.5625,0.015
21246,265.575,0.095
21247,265.5875,0.15
21248,265.6,0.14
21249,265.6125,0.12
21250,265.625,0.135
21251,265.6375,0.125
21252,265.65,0.06
21253,265.6625,-0.025
21254,265.675,-0.065
21255,265.6875,-0.025
21256,265.7,0.04
21257,265.7125,0.075
21258,265.725,0.01
21259,265.7375,-0.165
21260,265.75,-0.35
21261,265.7625,-0.43
21262,265.775,-0.365
21263,265.7875,-0.255
21264,265.8,-0.15
21265,265.8125,-0.1
21266,265.825,-0.135
21267,265.8375,-0.25
21268,265.85,-0.405
21269,265.8625,-0.51
21270,265.875,-0.5
21271,265.8875,-0.415
21272,265.9,-0.31
21273,265.9125,-0.24
21274,265.925,-0.23
21275,265.9375,-0.29
21276,265.95,-0.35
21277,265.9625,-0.365
21278,265.975,-0.38
21279,265.9875,-0.43
21280,266.0,-0.495
21281,266.0125,-0.515
21282,266.025,-0.49
21283,266.0375,-0.46
21284,266.05,-0.46
21285,266.0625,-0.485
21286,266.075,-0.475
21287,266.0875,-0.455
21288,266.1,-0.41
21289,266.1125,-0.375
21290,266.125,-0.315
21291,266.1375,-0.22
21292,266.15,-0.14
21293,266.1625,-0.11
21294,266.175,-0.11
21295,266.1875,-0.205
21296,266.2,-0.36
21297,266.2125,-0.475
21298,266.225,-0.48
21299,266.2375,-0.38
21300,266.25,-0.285
21301,266.2625,-0.265
21302,266.275,-0.315
21303,266.2875,-0.38
21304,266.3,-0.385
21305,266.3125,-0.355
21306,266.325,-0.305
21307,266.3375,-0.24
21308,266.35,-0.22
21309,266.3625,-0.23
21310,266.375,-0.245
21311,266.3875,-0.235
21312,266.4,-0.24
21313,266.4125,-0.27
21314,266.425,-0.33
21315,266.4375,-0.37
21316,266.45,-0.34
21317,266.4625,-0.265
21318,266.475,-0.145
21319,266.4875,-0.01
21320,266.5,0.075
21321,266.5125,0.07
21322,266.525,-0.04
21323,266.5375,-0.17
21324,266.55,-0.175
21325,266.5625,-0.065
21326,266.575,0.005
21327,266.5875,-0.02
21328,266.6,-0.09
21329,266.6125,-0.12
21330,266.625,-0.04
21331,266.6375,0.13
21332,266.65,0.205
21333,266.6625,0.07
21334,266.675,-0.155
21335,266.6875,-0.25
21336,266.7,-0.17
21337,266.7125,-0.08
21338,266.725,-0.08
21339,266.7375,-0.17
21340,266.75,-0.21
21341,266.7625,-0.2
21342,266.775,-0.135
21343,266.7875,-0.135
21344,266.8,-0.165
21345,266.8125,-0.27
21346,266.825,-0.375
21347,266.8375,-0.435
21348,266.85,-0.405
21349,266.8625,-0.325
21350,266.875,-0.225
21351,266.8875,-0.17
21352,266.9,-0.165
21353,266.9125,-0.15
21354,266.925,-0.1
21355,266.9375,-0.045
21356,266.95,-0.075
21357,266.9625,-0.245
21358,266.975,-0.425
21359,266.9875,-0.48
21360,267.0,-0.39
21361,267.0125,-0.255
21362,267.025,-0.155
21363,267.0375,-0.15
21364,267.05,-0.18
21365,267.0625,-0.225
21366,267.075,-0.24
21367,267.0875,-0.26
21368,267.1,-0.245
21369,267.1125,-0.215
21370,267.125,-0.14
21371,267.1375,0.02
21372,267.15,0.215
21373,267.1625,0.325
21374,267.175,0.375
21375,267.1875,0.535
21376,267.2,0.875
21377,267.2125,1.285
21378,267.225,1.58
21379,267.2375,1.73
21380,267.25,1.645
21381,267.2625,1.315
21382,267.275,0.88
21383,267.2875,0.47
21384,267.3,0.14
21385,267.3125,-0.06
21386,267.325,-0.135
21387,267.3375,-0.055
21388,267.35,0.025
21389,267.3625,0.02
21390,267.375,-0.035
21391,267.3875,-0.07
21392,267.4,-0.09
21393,267.4125,-0.14
21394,267.425,-0.21
21395,267.4375,-0.235
21396,267.45,-0.185
21397,267.4625,-0.09
21398,267.475,-0.04
21399,267.4875,-0.075
21400,267.5,-0.155
21401,267.5125,-0.21
21402,267.525,-0.205
21403,267.5375,-0.13
21404,267.55,-0.05
21405,267.5625,0.07
21406,267.575,0.115
21407,267.5875,0.07
21408,267.6,-0.055
21409,267.6125,-0.155
21410,267.625,-0.19
21411,267.6375,-0.21
21412,267.65,-0.28
21413,267.6625,-0.39
21414,267.675,-0.425
21415,267.6875,-0.335
21416,267.7,-0.18
21417,267.7125,-0.09
21418,267.725,-0.09
21419,267.7375,-0.155
21420,267.75,-0.2
21421,267.7625,-0.2
21422,267.775,-0.16
21423,267.7875,-0.105
21424,267.8,-0.11
21425,267.8125,-0.135
21426,267.825,-0.11
21427,267.8375,-0.025
21428,267.85,0.08
21429,267.8625,0.07
21430,267.875,-0.07
21431,267.8875,-0.22
21432,267.9,-0.24
21433,267.9125,-0.13
21434,267.925,-0.045
21435,267.9375,-0.02
21436,267.95,-0.065
21437,267.9625,-0.1
21438,267.975,-0.065
21439,267.9875,-0.035
21440,268.0,-0.01
21441,268.0125,0.015
21442,268.025,0.04
21443,268.0375,0.05
21444,268.05,0.035
21445,268.0625,0.035
21446,268.075,0.03
21447,268.0875,0.055
21448,268.1,0.13
21449,268.1125,0.175
21450,268.125,0.12
21451,268.1375,0.055
21452,268.15,0.035
21453,268.1625,0.105
21454,268.175,0.175
21455,268.1875,0.17
21456,268.2,0.06
21457,268.2125,-0.025
21458,268.225,-0.01
21459,268.2375,0.075
21460,268.25,0.17
21461,268.2625,0.175
21462,268.275,0.135
21463,268.2875,0.12
21464,268.3,0.09
21465,268.3125,0.09
21466,268.325,0.11
21467,268.3375,0.13
21468,268.35,0.125
21469,268.3625,0.14
21470,268.375,0.135
21471,268.3875,0.105
21472,268.4,0.065
21473,268.4125,0.085
21474,268.425,0.12
21475,268.4375,0.105
21476,268.45,0.0
21477,268.4625,-0.115
21478,268.475,-0.185
21479,268.4875,-0.155
21480,268.5,-0.065
21481,268.5125,0.02
21482,268.525,0.035
21483,268.5375,0.01
21484,268.55,-0.13
21485,268.5625,-0.25
21486,268.575,-0.26
21487,268.5875,-0.185
21488,268.6,-0.115
21489,268.6125,-0.125
21490,268.625,-0.14
21491,268.6375,-0.145
21492,268.65,-0.175
21493,268.6625,-0.21
21494,268.675,-0.265
21495,268.6875,-0.295
21496,268.7,-0.28
21497,268.7125,-0.26
21498,268.725,-0.23
21499,268.7375,-0.205
21500,268.75,-0.195
21501,268.7625,-0.2
21502,268.775,-0.185
21503,268.7875,-0.165
21504,268.8,-0.135
21505,268.8125,-0.125
21506,268.825,-0.12
21507,268.8375,-0.115
21508,268.85,-0.13
21509,268.8625,-0.175
21510,268.875,-0.255
21511,268.8875,-0.335
21512,268.9,-0.35
21513,268.9125,-0.31
21514,268.925,-0.235
21515,268.9375,-0.175
21516,268.95,-0.11
21517,268.9625,-0.075
21518,268.975,-0.07
21519,268.9875,-0.1
21520,269.0,-0.19
21521,269.0125,-0.245
21522,269.025,-0.22
21523,269.0375,-0.185
21524,269.05,-0.175
21525,269.0625,-0.205
21526,269.075,-0.225
21527,269.0875,-0.205
21528,269.1,-0.17
21529,269.1125,-0.155
21530,269.125,-0.185
21531,269.1375,-0.205
21532,269.15,-0.16
21533,269.1625,-0.105
21534,269.175,-0.09
21535,269.1875,-0.11
21536,269.2,-0.17
21537,269.2125,-0.225
21538,269.225,-0.205
21539,269.2375,-0.125
21540,269.25,-0.055
21541,269.2625,0.02
21542,269.275,0.085
21543,269.2875,0.1
21544,269.3,0.055
21545,269.3125,0.025
21546,269.325,0.075
21547,269.3375,0.105
21548,269.35,-0.01
21549,269.3625,-0.23
21550,269.375,-0.325
21551,269.3875,-0.225
21552,269.4,-0.1
21553,269.4125,-0.075
21554,269.425,-0.08
21555,269.4375,-0.04
21556,269.45,0.025
21557,269.4625,-0.02
21558,269.475,-0.175
21559,269.4875,-0.33
21560,269.5,-0.365
21561,269.5125,-0.29
21562,269.525,-0.21
21563,269.5375,-0.175
21564,269.55,-0.155
21565,269.5625,-0.185
21566,269.575,-0.27
21567,269.5875,-0.33
21568,269.6,-0.275
21569,269.6125,-0.2
21570,269.625,-0.165
21571,269.6375,-0.215
21572,269.65,-0.225
21573,269.6625,-0.1
21574,269.675,0.065
21575,269.6875,0.115
21576,269.7,0.065
21577,269.7125,0.025
21578,269.725,0.055
21579,269.7375,0.155
21580,269.75,0.21
21581,269.7625,0.29
21582,269.775,0.425
21583,269.7875,0.585
21584,269.8,0.69
21585,269.8125,0.71
21586,269.825,0.795
21587,269.8375,0.995
21588,269.85,1.32
21589,269.8625,1.69
21590,269.875,2.03
21591,269.8875,2.295
21592,269.9,2.4
21593,269.9125,2.27
21594,269.925,2.02
21595,269.9375,1.74
21596,269.95,1.475
21597,269.9625,1.145
21598,269.975,0.715
21599,269.9875,0.36
21600,270.0,0.12
21601,270.0125,-0.01
21602,270.025,-0.06
21603,270.0375,-0.12
21604,270.05,-0.21
21605,270.0625,-0.25
21606,270.075,-0.24
21607,270.0875,-0.285
21608,270.1,-0.41
21609,270.1125,-0.495
21610,270.125,-0.47
21611,270.1375,-0.385
21612,270.15,-0.355
21613,270.1625,-0.375
21614,270.175,-0.41
21615,270.1875,-0.42
21616,270.2,-0.4
21617,270.2125,-0.43
21618,270.225,-0.54
21619,270.2375,-0.635
21620,270.25,-0.605
21621,270.2625,-0.5
21622,270.275,-0.36
21623,270.2875,-0.405
21624,270.3,-0.545
21625,270.3125,-0.635
21626,270.325,-0.6
21627,270.3375,-0.505
21628,270.35,-0.465
21629,270.3625,-0.495
21630,270.375,-0.525
21631,270.3875,-0.56
21632,270.4,-0.57
21633,270.4125,-0.57
21634,270.425,-0.58
21635,270.4375,-0.545
21636,270.45,-0.475
21637,270.4625,-0.42
21638,270.475,-0.445
21639,270.4875,-0.515
21640,270.5,-0.535
21641,270.5125,-0.545
21642,270.525,-0.595
21643,270.5375,-0.625
21644,270.55,-0.565
21645,270.5625,-0.545
21646,270.575,-0.57
21647,270.5875,-0.675
21648,270.6,-0.715
21649,270.6125,-0.655
21650,270.625,-0.585
21651,270.6375,-0.565
21652,270.65,-0.615
21653,270.6625,-0.69
21654,270.675,-0.67
21655,270.6875,-0.55
21656,270.7,-0.4
